date,open,high,low,close,adj close,volume
2017-02-16,1007.650024,1033.369995,1007.650024,1027.439941,1027.439941,122277000
2017-02-17,1026.119995,1053.170044,1025.640015,1046.209961,1046.209961,136474000
2017-02-18,1049.209961,1061.099976,1046.959961,1054.420044,1054.420044,99073504
2017-02-19,1054.76001,1056.810059,1043.459961,1047.869995,1047.869995,77423296
2017-02-20,1048.689941,1080.48999,1041.689941,1079.97998,1079.97998,109478000
2017-02-21,1079.280029,1117.25,1076.930054,1115.300049,1115.300049,186868992
2017-02-22,1114.800049,1125.390015,1100.550049,1117.439941,1117.439941,136100000
2017-02-23,1117.27002,1176.619995,1116.959961,1166.719971,1166.719971,189454000
2017-02-24,1172.709961,1200.390015,1131.959961,1173.680054,1173.680054,330759008
2017-02-25,1170.410034,1174.849976,1124.589966,1143.839966,1143.839966,139960992
2017-02-26,1144.27002,1167.469971,1130.199951,1165.199951,1165.199951,116486000
2017-02-27,1163.780029,1181.97998,1163.380005,1179.969971,1179.969971,131570000
2017-02-28,1180.719971,1193.25,1171.819946,1179.969971,1179.969971,184956000
2017-03-01,1180.040039,1222.5,1179.689941,1222.5,1222.5,229056992
2017-03-02,1224.680054,1262.130005,1215.619995,1251.01001,1251.01001,368275008
2017-03-03,1250.709961,1280.310059,1250.709961,1274.98999,1274.98999,315739008
2017-03-04,1277.430054,1279.400024,1230.51001,1255.150024,1255.150024,183270000
2017-03-05,1254.290039,1267.290039,1238.060059,1267.119995,1267.119995,134127000
2017-03-06,1267.469971,1276,1264.599976,1272.829956,1272.829956,153656992
2017-03-07,1273.209961,1275.550049,1204.800049,1223.540039,1223.540039,291256000
2017-07-31,2763.23999,2889.620117,2720.610107,2875.340088,2875.340088,860574976
2017-08-01,2871.300049,2921.350098,2685.610107,2718.26001,2718.26001,1324669952
2017-08-02,2727.129883,2762.530029,2668.590088,2710.669922,2710.669922,1094950016
2017-08-03,2709.560059,2813.310059,2685.139893,2804.72998,2804.72998,804796992
2017-08-04,2806.929932,2899.330078,2743.719971,2895.889893,2895.889893,1002120000
2017-08-05,2897.629883,3290.01001,2874.830078,3252.909912,3252.909912,1945699968
2017-08-06,3257.610107,3293.290039,3155.600098,3213.939941,3213.939941,1105030016
2017-08-07,3212.780029,3397.679932,3180.889893,3378.939941,3378.939941,1482279936
2017-08-08,3370.219971,3484.850098,3345.830078,3419.939941,3419.939941,1752760064
2017-08-09,3420.399902,3422.76001,3247.669922,3342.469971,3342.469971,1468960000
2017-08-10,3341.840088,3453.449951,3319.469971,3381.280029,3381.280029,1515110016
2017-08-11,3373.820068,3679.719971,3372.120117,3650.620117,3650.620117,2021190016
2017-09-05,4228.290039,4427.839844,3998.110107,4376.529785,4376.529785,2697969920
2017-11-29,10077.40039,11517.40039,9601.030273,9888.610352,9888.610352,11568799744
2017-11-30,9906.790039,10801,9202.049805,10233.59961,10233.59961,8310689792
2017-12-01,10198.59961,11046.7002,9694.650391,10975.59961,10975.59961,6783119872
2017-12-02,10978.29981,11320.2002,10905.09961,11074.59961,11074.59961,5138500096
2017-12-03,11082.7002,11858.7002,10862,11323.2002,11323.2002,6608309760
2017-12-04,11315.40039,11657.2002,11081.79981,11657.2002,11657.2002,6132409856
2018-03-03,11101.90039,11528.2002,11002.40039,11489.7002,11489.7002,6690570240
2018-03-04,11497.40039,11512.59961,11136.09961,11512.59961,11512.59961,6084149760
2018-03-05,11532.40039,11704.09961,11443.90039,11573.29981,11573.29981,6468539904
2018-03-06,11500.09961,11500.09961,10694.29981,10779.90039,10779.90039,6832169984
2018-03-07,10803.90039,10929.5,9692.120117,9965.570313,9965.570313,8797910016
2018-03-08,9951.44043,10147.40039,9335.870117,9395.009766,9395.009766,7186089984
2018-03-09,9414.69043,9466.349609,8513.030273,9337.549805,9337.549805,8704190464
2018-03-10,9350.589844,9531.320313,8828.469727,8866,8866,5386319872
2018-03-11,8852.780273,9711.889648,8607.120117,9578.629883,9578.629883,6296370176
2018-07-15,6272.700195,6403.459961,6256.509766,6359.640137,6359.640137,3285459968
2018-07-16,6357.009766,6741.75,6357.009766,6741.75,6741.75,4725799936
2018-07-17,6739.649902,7387.240234,6684.169922,7321.040039,7321.040039,5961950208
2018-07-18,7315.319824,7534.990234,7280.470215,7370.779785,7370.779785,6103410176
2018-07-19,7378.200195,7494.459961,7295.459961,7466.859863,7466.859863,5111629824
2018-07-20,7467.399902,7594.669922,7323.259766,7354.129883,7354.129883,4936869888
2018-07-21,7352.720215,7437.640137,7262.410156,7419.290039,7419.290039,3726609920
2018-07-22,7417.799805,7537.950195,7383.819824,7418.490234,7418.490234,3695460096
2018-07-23,7414.709961,7771.5,7409.100098,7711.109863,7711.109863,5132480000
2018-07-24,7716.509766,8424.269531,7705.5,8424.269531,8424.269531,7277689856
2018-07-25,8379.660156,8416.870117,8086.359863,8181.390137,8181.390137,5845400064
2018-07-26,8176.850098,8290.330078,7878.709961,7951.580078,7951.580078,4899089920
2018-07-27,7950.399902,8262.660156,7839.759766,8165.009766,8165.009766,5195879936
2018-07-28,8169.060059,8222.849609,8110.77002,8192.150391,8192.150391,3988750080
2018-07-29,8205.820313,8272.259766,8141.180176,8218.459961,8218.459961,4107190016
2018-07-30,8221.580078,8235.5,7917.5,8180.47998,8180.47998,5551400000
2018-07-31,8181.200195,8181.529785,7696.930176,7780.439941,7780.439941,5287530000
2018-08-01,7769.040039,7769.040039,7504.950195,7624.910156,7624.910156,4797620000
2020-10-08,10669.37109,10945.73731,10562.60645,10915.68555,10915.68555,63314794397
2020-10-09,10927.91309,11102.67188,10846.85059,11064.45801,11064.45801,22799117613
2020-10-10,11059.14258,11442.21094,11056.94043,11296.36133,11296.36133,22877978588
2020-10-11,11296.08203,11428.81348,11288.62793,11384.18164,11384.18164,19968627060
2020-10-12,11392.63574,11698.46777,11240.68652,11555.36328,11555.36328,26163972642
2020-10-13,11548.71973,11548.98438,11321.22461,11425.89941,11425.89941,24241420251
2020-10-14,11429.04785,11539.97754,11307.83106,11429.50684,11429.50684,24103426719
2020-10-15,11426.60254,11569.91406,11303.60352,11495.34961,11495.34961,24487233058
2020-10-16,11502.82813,11540.06152,11223.0127,11322.12305,11322.12305,25635480772
2020-10-17,11322.12305,11386.26172,11285.3457,11358.10156,11358.10156,19130430174
2020-10-18,11355.98242,11483.35938,11347.57813,11483.35938,11483.35938,18283314340
2021-09-02,48807.84766,50343.42188,48652.32031,49327.72266,49327.72266,39508070319
2021-09-03,49288.25,50982.27344,48386.08594,50025.375,50025.375,43206179619
2021-09-04,50009.32422,50545.58203,49548.78125,49944.625,49944.625,37471327794
2021-09-05,49937.85938,51868.67969,49538.59766,51753.41016,51753.41016,30322676319
2021-09-06,51769.00391,52700.94141,51053.67969,52633.53516,52633.53516,38884105426
2021-09-07,52660.48047,52853.76563,43285.20703,46811.12891,46811.12891,65210059683
2021-09-08,46827.76172,47334.05469,44561.39453,46091.39063,46091.39063,49007762488
2021-09-09,45774.74219,47261.94922,45669.73828,46391.42188,46391.42188,38672657013
2021-09-10,46396.66406,47031.74219,44344.48438,44883.91016,44883.91016,3915466659
